id,source,target,draft_prediction,refined_prediction
49,"Bằng phương pháp phỏng vấn trực tiếp 156 người chăm sóc chính cho người bệnh tai biến mạch máu não đã được điều trị tại bệnh viện, hiện đang sinh sống tại quận Hà Đông, thành phố Hà Nội về kiến thức chăm sóc phục hồi chức năng cho người bệnh tại nhà, cho thấy kết quả như sau: Tỷ lệ người chăm sóc chính đạt kiến thức đầy đủ về từng nội dung chăm sóc người bệnh còn rất hạn chế: chỉ có 2/8 nội dung có tỷ lệ đạt trên 50%, đó là chăm sóc ăn uống (70,6%), chăm sóc phòng ngừa tắc mạch (55,8%).","By means of direct interviews with 156 primary caregivers for stroke patients who were treated at the hospital and are currently living in Ha Dong district in Hanoi, on rehabilitation care knowledge for patients at home, findings reveal: Percentage of primary carer full knowledge of the content of each patient care was limited: only 2 out of 8 contents reaching over 50%, which are eating care (70.6%) and occlusion preventive care (55.8%).","Bằng phương pháp phỏng vấn trực tiếp 156 người chăm sóc chính cho người bệnh tai biến mạch máu não đã được điều trị tại bệnh viện, hiện đang sinh sống tại quận Hà Đông, thành phố Hà Nội về kiến thức chăm sóc phục hồi chức năng cho người bệnh tại nhà, cho thấy kết quả như sau: Tỷ lệ người chăm sóc chính đạt kiến thức đầy đủ về từng nội dung chăm sóc người bệnh còn rất hạn chế: chỉ có 2/8 nội dung có tỷ lệ đạt trên 50%, đó là chăm sóc ăn uống (70.6%), chăm sóc phòng ngừa tắc mạch (55.8%).","By interviewing directly 156 primary caregivers for stroke patients who were treated at the hospital, currently living in Ha Dong district, Hanoi, about knowledge of caring for stroke patients at home, the results showed that: The proportion of primary caregivers with full knowledge of eachcare content was very limited: only 2/8 content had a rate of over 50%, that was feeding care (70.6%), prevention of venous thrombosis (55.8%)."
50,"Đối với các nội dung chăm sóc còn lại, tỷ lệ người chăm sóc chính đạt kiến thức đầy đủ thấp: chăm sóc da (46,2%), chăm sóc đường tiểu, bàng quang (46,2%), chăm sóc phòng ngừa táo bón (13,5%), chăm sóc hô hấp (30,8%), chăm sóc tư thế đứng (46,9%), chăm sóc luyện tập, vận động (34,6%).","The remaining content ratio care primary caregivers full knowledge was low: skin care (46.2%), urinary tract care, bladder (46.2%), constipation preventive care (13.5%), respiratory care (30.8%), standing care (46.9%), care practice, athletes (34.6%).","Đối với các nội dung chăm sóc còn lại, tỷ lệ người chăm sóc chính đạt kiến thức đầy đủ thấp: chăm sóc da (46.2%), chăm sóc đường tiểu, bàng quang (46.2%), chăm sóc phòng ngừa táo bón (13.5%), chăm sóc hô hấp (30.8%), chăm sóc tư thế đứng (46.9%), chăm sóc luyện tập, vận động (34.6%).","For the remaining care contents, the rate of primary caregivers with adequate knowledge was low: skincare (46.2%), urinary and bladder care (46.2%), prevention of constipation (13.5%), respiratory care (30.8%), posture care (46.9%), exercise and movement care (34.6%)."
51,"Tỷ lệ người chăm sóc chính đạt yêu cầu cả 8 nội dung chăm sóc phục hồi chức năng tại nhà cho người bệnh tai biến mạch máu não chỉ chiếm 25,0%.",Percentage of primary care-givers pass all 8 contents of rehabilitation care at home for patients with stroke accounted for only 25.0%.,Tỷ lệ người chăm sóc chính đạt yêu cầu cả 8 nội dung chăm sóc phục hồi chức năng tại nhà cho người bệnh TMN chỉ chiếm 25.0%.,The proportion of primary caregivers meeting all 8 content requirements for home rehabilitation care for stroke patients was only 25.0%.
52,Ghép giác mạc lớp trước sâu điều trị viêm loét giác mạc nhiễm trùng,Deep anterior lamellar keratoplasty to treat corneal perforation and descemetocele from microbial keratitis,Ghép giác mạc lớp trước điều trị viêm loét giác mạc nhiễm trùng,Deep anterior lamellar keratoplasty for treatment of infectious corneal ulcer
53,"Hội chứng TAFRO được báo cáo đầu tiên năm 2010 tại Nhật Bản, đăc trưng bởi giảm tiểu cầu, tràn dịch đa màng, xơ hoá tuỷ xương có reticulin, rối loạn chức năng thận, phì đại cơ quan.","TAFRO syndrome was first reported in 2010 in Japan. It is characterized by a constellation of symptoms: Thrombocytopenia, Anasarca, reticulin Fibrosis of the bone marrow, Renal dysfunction and Organomegaly (TAFRO).","Hội chứng TAFRO được báo cáo đầu tiên năm 2010 tại Nhật Bản, đặc trưng bởi giảm tiểu cầu, tràn dịch đa màng, xơ hoá tuỷ xương có reticulin, rối loạn chức năng thận, phì đại cơ quan.","TAFRO syndrome was first reported in 2010 in Japan, characterized by thrombocytopenia, pleural effusion, bone marrow fibrosis with reticulin, renal dysfunction, and organomegaly."
54,"Bệnh thường gặp ở người già hoặc trung niên, rất hiếm gặp ở thanh thiếu niên.","TAFRO syndrome often occurs in the middle-aged and the elderly, and is rarely seen in adolescents.","Bệnh thường gặp ở người già hoặc trung niên, rất hiếm gặp ở thanh thiếu niên.","The disease is common in elderly or middle-aged people, veryrare in adolescents."
55,Chúng tôi báo cáo một ca bệnh ở trẻ nhỏ đầu tiên được chẩn đoán hội chứng TAFRO và điều trị thành công bằng Cyclospron A tại bệnh viện Nhi Trung ương.,"Here we report the first child case diagnosed with TAFRO syndrome, and successfully treated with Cyclosporin A in the national children hospital.",Chúng tôi báo cáo một ca bệnh ở trẻ nhỏ đầu tiên được chẩn đoán hội chứng TAFRO và điều trị thành công bằng Cyclospron A tại bệnh viện Nhi Trung ương.,We report the firstcase of TAFRO syndrome in a pediatric patient who was successfully treated with Cyclosporine A at the National Children's Hospital.
56,"Trẻ được chẩn đoán hội chứng TAFRO, và điều trị prednisone 1 mg / kg / ngày phối hợp cyclosporinA 4 mg / kg / ngày được 2 tuần, trẻ hết sốt, hết phù, tiểu cầu máu tăng, chức năng thận cải thiện","He was diagnosed with TAFRO syndrome, treated by prednisone 1mg / kg / day combined with cyclosporin A 4mg / kg / day for 2 weeks. Improvement seen with no fever, no edema, increased platelets, and improved kidney function.","Trẻ được chẩn đoán hội chứng TAFRO, và điều trị prednisone 1 mg/kg/ngày phối hợp cyclosporin A 4 mg/kg/ngày được 2 tuần, trẻ hết sốt, hết phù, tiểu cầu máu tăng, chức năng thận cải thiện","The patient was diagnosed with TAFRO syndrome and treated with prednisone 1mg/kg/day in combination with cyclosporin A4mg/kg/day for 2 weeks, the patient had nofever, noedema, increased platelet count, improved renal function."
57,Sự biểu lộ của C-met trong ung thư biểu mô tuyến dạ dày vùng hang vị,C-met expression in gastric adenocarcinoma,Biểu hiện của C-met trong ung thư biểu mô tuyến dạ dày vùng hang vị,"""Expression of C-met in gastric adenocarcinoma of antrum"""
58,"Mô tả đặc điểm lâm sàng và tình trạng bệnh viêm quanh răng của bệnh nhân đến khám Bệnh viện Thanh Nhàn, Hà Nội.","To describe clinical characteristics of periodontitis patients at Thanh Nhan Hospital, Hanoi.","Mô tả đặc điểm lâm sàng và tình trạng bệnh viêm quanh răng của bệnh nhân đến khám Bệnh viện Thanh Nhàn, Hà Nội.","To describe the clinical characteristics and periodontal disease status of patients at Thanh Nhan Hospital, Hanoi."
59,"Đối tượng và phương pháp: 103 bệnh nhân đến khám tại khoa Răng Hàm Mặt, Bệnh viện Thanh Nhàn, Hà Nội.","Subjects and method: 103 patients who were examined at Odonto - Stomatology department, Thanh Nhan hospital.","Đối tượng và phương pháp: 103 bệnh nhân đến khám tại khoa Răng Hàm Mặt, Bệnh viện Thanh Nhàn, Hà Nội.","Subject and method: 103 patients examined at the Department of Odonto-Stomatology, Thanh Nhan Hospital, Hanoi."
60,Phương pháp: Mô tả cắt ngang.,Descriptive cross-sectional study.,Phương pháp: Nghiên cứu mô tả cắt ngang.,Method: Cross-sectional descriptive study.
61,"Kết quả và kết luận: Độ sâu trung bình túi quanh răng của bệnh nhân là 3,25 ± 1,36 mm.","Results and conclusion: Periodontal pocket depth (PPD) was 3, 25 ± 1, 36 mm.",Kết quả và kết luận: Độ sâu trung bình túi quanh răng của bệnh nhân là 3.25 +/- 1.36 mm.,Results and conclusions: The average depth of periodontal pockets of patients was 3.25 +/- 1.36 mm.
62,Độ sâu trung bình túi quanh răng và mức độ mất bám dính tương đương ở 2 hàm và tăng dần theo tuổi.,Periodontal pocket depth (PPD) and clinical attachment loss (CAL) were the same at upper and lower teeth and increased by age.,Độ sâu trung bình túi quanh răng và mức độ mất bám dính tương đương ở 2 hàm và tăng dần theo tuổi.,The average depth of periodontal pockets and the degree of attachment loss were similar in bothteeth and increased with age.
63,Chỉ số lợi GI và chỉ số vệ sinh răng miệng OHI-S tăng dần theo nhóm tuổi và độ sâu trung bình túi quanh răng.,Gingival index (GI) score and Oral Hygiene Index-Simplified (OHI-S) increased by age and the mean probing pocket depth (PPD).,Chỉ số lợi GI và chỉ số vệ sinh răng miệng OHI-S tăng dần theo nhóm tuổi và độ sâu trung bình túi quanh răng.,Gingival index (GI) and oral hygiene index (OHI-S) increased gradually with age and average depth of periodontal pockets.
64,Điều trị phẫu thuật hẹp niệu đạo sau mổ lỗ tiểu thấp: Kinh nghiệm ở 49 bệnh nhân,Surgical Treatment of Urethral Stricture After Hypospadias Repair: Experience on 49 Patients,Điều trị phẫu thuật hẹp niệu đạo sau mổ lỗ tiểu thấp: kinh nghiệm ở 49 bệnh nhân,Surgical treatment of urethral stricture after hypospadias repair: experience in 49 patients
65,"Trong nghiên cứu này, phương pháp Folin-Ciocalteu được áp dụng để xác định hàm lượng polyphenol tổng (quy về milli đương lượng gam của gallic acid, GAE) trong các mẫu trà thành phẩm (ba mẫu trà cổ thụ bao gồm trà đỏ, trà xanh, trà trắng và một mẫu trà oolong) dựa trên ISO 14502 - 1:2 005 với một số thay đổi, cụ thể là chiết một lần bằng dung môi chiết methanol: nước (7:3, v / v) có sự hỗ trợ của siêu âm ở 70 oC với tỉ lệ chiết 0.2 00:1 0.00 (g: mL).","In this study, the Folin-Ciocalteu method was applied to determine the total polyphenol contents (referred to milligrams gallic acid mass equivalence or GAE) in tea products (one oolong and three ancient teas, including red, green, and white) based on ISO 14502 - 1: 2005 with some modifications, typically ultrasonic-assisted single extraction using methanol: water (7: 3 v / v) as an extraction solvent at 70oC with the extraction ratio of 0.200: 10.00 (g: mL).","Trong nghiên cứu này, phương pháp Folin-Ciocalteu được áp dụng để xác định hàm lượng polyphenol tổng (quy về milli đương lượng gam của gallic acid, GAE) trong các mẫu trà thành phẩm (ba mẫu trà cổ thụ bao gồm trà đỏ, trà xanh, trà trắng và một mẫu trà oolong) dựa trên ISO 14502-1: 2005 với một số thay đổi, cụ thể là chiết một lần bằng dung môi chiết methanol: nước (7: 3, v/v) có sự hỗ trợ của siêu âm ở 70 oC với tỉ lệ chiết 0.2 00:1 0.00 (g: mL).","In this study, the Folin-Ciocalteu method was applied to determine the total polyphenol content (in terms of milligram equivalent of gallic acid, GAE) in finished tea samples (three samples of traditional tea including redtea, greentea, white tea and one sample of oolongtea) based on ISO 14502-1: 2005 with some modifications, specifically, a single extraction with methanol-water solvent (7: 3, v/v) using ultrasonication at 70 oC with a ratio of 0.200: 10.00 (g: mL)."
